age,weight,height,income_lpa,smoker,city,occupation,insurance_premium_category,,,,,,
42,79,185,19.38,FALSE,Ranchi,Architect,Medium,,,,,,
43,99,179,32.13,FALSE,Surat,Businessman,Medium,,,,,,
25,92,185,19.96,FALSE,Surat,Lawyer,Low,,,,,,
27,78,158,7.13,FALSE,Varanasi,Banker,Low,,,,,,
56,46,157,23.22,FALSE,Kanpur,Plumber,Medium,,,,,,
26,83,186,34.15,FALSE,Mumbai,Electrician,Low,,,,,,
39,97,189,2.29,FALSE,Faridabad,Carpenter,Low,,,,,,
36,63,166,11.36,FALSE,Delhi,Teacher,Low,,,,,,
24,73,166,50,TRUE,Pune,Retail Manager,High,,,,,,
36,72,170,19.33,TRUE,Bhopal,Doctor,Medium,,,,,,
55,89,154,9.66,TRUE,Kanpur,Plumber,High,,,,,,
53,45,175,13.89,TRUE,Pune,Real Estate Agent,High,,,,,,
29,50,182,28.81,FALSE,Ludhiana,Pharmacist,Low,,,,,,
49,64,150,40.52,TRUE,Meerut,Lab Technician,Medium,,,,,,
51,52,162,32.07,FALSE,Nagpur,Electrician,Medium,,,,,,
35,46,155,43.55,FALSE,Ahmedabad,Driver,Low,,,,,,
51,84,189,38.41,TRUE,Meerut,Plumber,High,,,,,,
53,80,159,39.74,TRUE,Visakhapatnam,Lab Technician,High,,,,,,
18,62,183,16.89,TRUE,Srinagar,Plumber,Medium,,,,,,
39,72,165,12.1,TRUE,Hyderabad,Consultant,High,,,,,,
25,46,179,5.29,TRUE,Hyderabad,Banker,Medium,,,,,,
26,62,181,39.42,FALSE,Jaipur,Chef,Low,,,,,,
31,73,184,40.93,TRUE,Nashik,Shop Owner,Medium,,,,,,
41,90,152,21.17,FALSE,Rajkot,Content Writer,Medium,,,,,,
31,73,164,36.64,TRUE,Kanpur,Sales Manager,High,,,,,,
38,81,186,35.98,FALSE,Bangalore,Government Employee,Low,,,,,,
39,97,189,23.12,TRUE,Amritsar,Content Writer,High,,,,,,
42,92,183,36.4,FALSE,Varanasi,Civil Servant,Medium,,,,,,
55,59,168,29.26,TRUE,Nagpur,Consultant,High,,,,,,
26,79,189,23.59,TRUE,Lucknow,Teacher,Medium,,,,,,
34,51,171,17.66,FALSE,Visakhapatnam,Banker,Low,,,,,,
53,62,195,18.1,FALSE,Hyderabad,Banker,Medium,,,,,,
39,77,151,6.31,TRUE,Kanpur,Shop Owner,High,,,,,,
47,49,164,10.67,FALSE,Ghaziabad,Accountant,Medium,,,,,,
60,92,174,9.54,FALSE,Jaipur,HR Manager,Medium,,,,,,
36,75,166,32.72,FALSE,Jaipur,Content Writer,Medium,,,,,,
39,78,172,18.22,FALSE,Bhopal,Carpenter,Low,,,,,,
26,93,172,43.46,TRUE,Agra,Businessman,High,,,,,,
62,69,172,3.4,TRUE,Faridabad,Driver,Medium,,,,,,
52,65,183,46.02,FALSE,Ghaziabad,Accountant,Medium,,,,,,
46,54,192,23.83,FALSE,Indore,Plumber,Medium,,,,,,
40,98,192,40.08,TRUE,Ahmedabad,Teacher,High,,,,,,
41,92,179,19.11,TRUE,Lucknow,Driver,High,,,,,,
35,74,183,5.15,FALSE,Faridabad,Doctor,Low,,,,,,
41,62,153,46.2,TRUE,Nagpur,Real Estate Agent,High,,,,,,
31,56,187,5.28,FALSE,Allahabad,Plumber,Low,,,,,,
48,95,156,15.22,FALSE,Varanasi,Retail Manager,Medium,,,,,,
40,46,171,9.12,FALSE,Varanasi,Real Estate Agent,Low,,,,,,
58,53,166,39.52,TRUE,Nashik,Electrician,High,,,,,,
59,86,157,47.86,FALSE,Kanpur,Marketing Manager,High,,,,,,
64,97,151,49.62,FALSE,Vadodara,Doctor,High,,,,,,
23,67,165,10.46,FALSE,Ahmedabad,Marketing Manager,Low,,,,,,
29,45,178,39.93,FALSE,Nashik,Accountant,Low,,,,,,
64,95,180,40.76,TRUE,Kanpur,Sales Manager,High,,,,,,
55,77,169,27.96,TRUE,Mumbai,Content Writer,High,,,,,,
54,76,178,35.85,TRUE,Rajkot,Retail Manager,High,,,,,,
34,93,193,3.33,FALSE,Vadodara,Electrician,Low,,,,,,
49,62,185,46.73,TRUE,Agra,Real Estate Agent,High,,,,,,
18,81,182,47.13,FALSE,Vadodara,Engineer,Low,,,,,,
50,48,193,17.25,FALSE,Meerut,Real Estate Agent,Medium,,,,,,
61,48,171,11.16,FALSE,Agra,Doctor,Medium,,,,,,
36,69,178,45.98,FALSE,Lucknow,Consultant,Low,,,,,,
29,64,191,18.51,FALSE,Lucknow,Electrician,Low,,,,,,
30,97,183,35.53,FALSE,Amritsar,Accountant,Low,,,,,,
22,45,178,19.86,FALSE,Faridabad,HR Manager,Low,,,,,,
27,83,192,13.66,FALSE,Ludhiana,Engineer,Low,,,,,,
48,65,150,7.49,FALSE,Bangalore,Banker,Medium,,,,,,
31,72,195,26.46,FALSE,Bangalore,Architect,Low,,,,,,
47,55,168,3.87,FALSE,Meerut,Businessman,Low,,,,,,
44,74,185,24.37,TRUE,Jaipur,Civil Servant,High,,,,,,
36,48,172,17.73,FALSE,Visakhapatnam,Banker,Low,,,,,,
35,91,185,27.19,TRUE,Vadodara,Marketing Manager,High,,,,,,
33,72,175,49.24,FALSE,Ahmedabad,Civil Servant,Low,,,,,,
41,53,152,46.61,FALSE,Lucknow,Nurse,Low,,,,,,
49,63,181,8.28,FALSE,Agra,Software Engineer,Low,,,,,,
42,87,178,35.83,FALSE,Pune,HR Manager,Medium,,,,,,
63,78,167,4.68,TRUE,Ranchi,Lawyer,High,,,,,,
59,87,177,31.99,TRUE,Kolkata,Sales Manager,High,,,,,,
51,67,190,2.08,FALSE,Vadodara,Electrician,Low,,,,,,
29,73,185,9.64,FALSE,Rajkot,Software Engineer,Low,,,,,,
41,97,177,43.55,TRUE,Agra,Factory Worker,High,,,,,,
22,82,181,37.05,FALSE,Kanpur,Architect,Medium,,,,,,
54,52,180,40.86,FALSE,Mumbai,Accountant,Medium,,,,,,
41,90,169,20.21,FALSE,Indore,Software Engineer,Medium,,,,,,
58,64,193,46.97,TRUE,Hyderabad,Nurse,High,,,,,,
40,86,158,17.78,TRUE,Visakhapatnam,Engineer,High,,,,,,
60,97,158,29.6,TRUE,Pune,Insurance Agent,High,,,,,,
49,90,164,17.72,FALSE,Nagpur,Marketing Manager,Medium,,,,,,
22,48,175,9.41,FALSE,Ranchi,Consultant,Low,,,,,,
62,93,183,21.58,FALSE,Lucknow,Civil Servant,Medium,,,,,,
49,88,150,23.47,FALSE,Agra,Electrician,Low,,,,,,
46,87,164,33.78,FALSE,Pune,Real Estate Agent,Medium,,,,,,
59,85,178,39.48,TRUE,Rajkot,Doctor,High,,,,,,
46,50,153,28.81,FALSE,Ranchi,Engineer,Low,,,,,,
37,77,190,18.22,FALSE,Allahabad,Software Engineer,Low,,,,,,
61,54,161,21.49,FALSE,Rajkot,Consultant,Medium,,,,,,
29,85,176,31.21,TRUE,Allahabad,Lawyer,High,,,,,,
46,66,158,19.86,TRUE,Surat,Driver,High,,,,,,
19,63,155,18.03,FALSE,Pune,Software Engineer,Low,,,,,,
40,91,163,40.41,FALSE,Chennai,Insurance Agent,Medium,,,,,,
26,77,190,37.72,FALSE,Patna,Civil Servant,Low,,,,,,
61,74,153,23.52,FALSE,Kolkata,Chef,Medium,,,,,,
64,88,173,14.02,TRUE,Pune,Banker,High,,,,,,
23,82,191,49.13,FALSE,Faridabad,Sales Manager,Low,,,,,,
50,72,185,34.39,FALSE,Nagpur,Sales Manager,Low,,,,,,
46,84,181,41.56,FALSE,Kolkata,Carpenter,Medium,,,,,,
35,72,164,20.35,FALSE,Ranchi,Software Engineer,Medium,,,,,,
25,89,156,44.58,FALSE,Indore,Accountant,Medium,,,,,,
33,97,180,3.15,TRUE,Nagpur,Civil Servant,Medium,,,,,,
26,49,184,31.65,FALSE,Patna,Software Engineer,Low,,,,,,
30,63,158,24.13,FALSE,Surat,Software Engineer,Low,,,,,,
46,95,192,9.77,FALSE,Surat,Accountant,Medium,,,,,,
40,92,161,42,FALSE,Ghaziabad,Civil Servant,Medium,,,,,,
33,46,183,9.8,FALSE,Hyderabad,Plumber,Low,,,,,,
24,78,193,13.89,FALSE,Allahabad,Software Engineer,Low,,,,,,
61,56,156,13.14,FALSE,Chennai,Accountant,Low,,,,,,
62,71,191,43.4,TRUE,Kolkata,Carpenter,High,,,,,,
39,92,166,16.78,FALSE,Meerut,Factory Worker,Medium,,,,,,
60,77,154,9.2,FALSE,Varanasi,Plumber,Medium,,,,,,
37,97,187,6.55,FALSE,Visakhapatnam,Marketing Manager,Low,,,,,,
25,95,181,38.21,FALSE,Meerut,Lawyer,Low,,,,,,
48,64,195,11.87,FALSE,Srinagar,Architect,Medium,,,,,,
52,76,162,49.17,TRUE,Nagpur,Chef,High,,,,,,
60,89,176,8.05,FALSE,Chennai,HR Manager,Medium,,,,,,
64,98,186,34.88,TRUE,Bhopal,Teacher,High,,,,,,
21,83,182,35.96,FALSE,Ghaziabad,Data Analyst,Low,,,,,,
48,61,190,15.7,FALSE,Kanpur,Plumber,Medium,,,,,,
27,59,188,34.99,FALSE,Srinagar,Pharmacist,Low,,,,,,
22,59,180,17.64,FALSE,Bhopal,Software Engineer,Low,,,,,,
53,53,156,40.31,FALSE,Kolkata,Carpenter,Medium,,,,,,
23,52,159,23.39,TRUE,Amritsar,Government Employee,Medium,,,,,,
63,71,158,33.84,FALSE,Meerut,Driver,Medium,,,,,,
57,52,194,31.51,FALSE,Mumbai,Electrician,Medium,,,,,,
54,53,187,20.63,FALSE,Allahabad,Sales Manager,Medium,,,,,,
25,76,188,12.93,TRUE,Hyderabad,Lab Technician,Medium,,,,,,
55,48,176,18.93,FALSE,Agra,Plumber,Medium,,,,,,
53,87,187,45.79,FALSE,Kolkata,Architect,Medium,,,,,,
54,96,194,5.09,FALSE,Pune,Nurse,Medium,,,,,,
55,56,166,2.81,TRUE,Agra,Architect,Medium,,,,,,
33,96,164,33.3,FALSE,Lucknow,Lab Technician,Medium,,,,,,
53,52,167,2.03,TRUE,Kolkata,Software Engineer,Medium,,,,,,
29,48,173,45.01,FALSE,Chennai,Data Analyst,Low,,,,,,
20,67,156,49.27,FALSE,Surat,Lab Technician,Low,,,,,,
50,96,151,24.96,FALSE,Bhopal,Government Employee,Low,,,,,,
40,56,185,26.44,FALSE,Meerut,Civil Servant,Medium,,,,,,
32,76,182,9.57,TRUE,Mumbai,Factory Worker,Medium,,,,,,
24,81,192,13.93,TRUE,Bangalore,Government Employee,Medium,,,,,,
31,46,193,39.98,FALSE,Vadodara,Software Engineer,Medium,,,,,,
45,48,154,18.07,FALSE,Kanpur,Software Engineer,Medium,,,,,,
21,68,169,30.85,TRUE,Lucknow,Government Employee,Medium,,,,,,
37,46,155,24.74,FALSE,Pune,Banker,Low,,,,,,
35,59,151,3.51,FALSE,Ahmedabad,Real Estate Agent,Low,,,,,,
49,86,178,21.17,FALSE,Indore,Lab Technician,High,,,,,,
23,88,162,10.58,TRUE,Kolkata,Insurance Agent,High,,,,,,
41,95,174,9.76,TRUE,Ahmedabad,Marketing Manager,High,,,,,,
31,47,187,3.22,FALSE,Nashik,Shop Owner,Low,,,,,,
45,76,194,31.59,FALSE,Rajkot,Software Engineer,Low,,,,,,
22,50,193,8.09,FALSE,Visakhapatnam,Driver,Low,,,,,,
30,69,194,28.64,FALSE,Delhi,Sales Manager,Low,,,,,,
57,79,188,25.36,FALSE,Ludhiana,Plumber,Medium,,,,,,
58,52,174,23.16,TRUE,Ludhiana,Insurance Agent,High,,,,,,
37,52,183,39.88,TRUE,Indore,Teacher,High,,,,,,
58,69,192,9.79,FALSE,Delhi,Doctor,Low,,,,,,
23,59,169,43.97,TRUE,Ranchi,Real Estate Agent,Medium,,,,,,
63,81,162,11.76,FALSE,Jaipur,Civil Servant,Medium,,,,,,
36,49,159,43.42,FALSE,Amritsar,Engineer,Low,,,,,,
39,47,160,33.37,FALSE,Pune,Real Estate Agent,High,,,,,,
39,72,156,37.12,FALSE,Rajkot,Nurse,Medium,,,,,,
34,64,163,31.76,TRUE,Nagpur,Plumber,Medium,,,,,,
41,47,189,15.17,TRUE,Allahabad,Doctor,High,,,,,,
61,74,182,3.49,FALSE,Varanasi,Data Analyst,Low,,,,,,
38,52,165,6.78,TRUE,Mumbai,Engineer,Medium,,,,,,
59,45,155,49.11,FALSE,Chennai,Electrician,Medium,,,,,,
23,74,155,12.92,TRUE,Visakhapatnam,Driver,High,,,,,,
47,87,185,15.55,FALSE,Patna,Pharmacist,Medium,,,,,,
35,50,185,22.29,FALSE,Srinagar,Civil Servant,Medium,,,,,,
58,83,188,48.54,TRUE,Visakhapatnam,Businessman,High,,,,,,
54,70,173,16.73,FALSE,Ahmedabad,HR Manager,Low,,,,,,
31,62,182,7.45,FALSE,Allahabad,Marketing Manager,Low,,,,,,
36,50,193,42.39,FALSE,Chennai,Government Employee,Medium,,,,,,
46,45,176,16.67,FALSE,Ghaziabad,Driver,Medium,,,,,,
39,62,183,30.49,FALSE,Varanasi,Insurance Agent,Low,,,,,,
26,98,161,37.44,TRUE,Ludhiana,Consultant,High,,,,,,
64,87,179,26.71,FALSE,Kolkata,Chef,Medium,,,,,,
22,56,150,24.66,TRUE,Indore,Driver,Medium,,,,,,
26,67,158,40.93,TRUE,Allahabad,Accountant,High,,,,,,
35,50,163,38.24,FALSE,Allahabad,Nurse,Low,,,,,,
61,46,163,19.97,FALSE,Kanpur,Pharmacist,Medium,,,,,,
34,68,160,39.03,FALSE,Delhi,Sales Manager,Medium,,,,,,
48,46,186,5.97,TRUE,Lucknow,Architect,High,,,,,,
22,95,181,34.65,TRUE,Chennai,Chef,High,,,,,,
36,68,184,7.22,FALSE,Bangalore,Data Analyst,Low,,,,,,
54,89,188,14.79,FALSE,Chennai,Retail Manager,Medium,,,,,,
26,58,181,37.5,FALSE,Nagpur,Doctor,Low,,,,,,
28,81,171,48.01,TRUE,Srinagar,Content Writer,High,,,,,,
57,73,167,13.41,FALSE,Lucknow,Driver,Medium,,,,,,
55,60,169,37.36,FALSE,Surat,Insurance Agent,Medium,,,,,,
41,71,193,48.58,FALSE,Patna,Sales Manager,Low,,,,,,
29,62,174,40.98,FALSE,Meerut,Banker,Low,,,,,,
36,78,179,16.59,TRUE,Faridabad,Civil Servant,Medium,,,,,,
23,97,157,5.84,FALSE,Vadodara,Insurance Agent,Low,,,,,,
54,79,195,3.15,FALSE,Ahmedabad,Teacher,Low,,,,,,
25,61,181,41.88,TRUE,Hyderabad,Teacher,Low,,,,,,
52,61,178,33.44,TRUE,Ranchi,Shop Owner,High,,,,,,
35,85,161,26.59,FALSE,Visakhapatnam,Data Analyst,Medium,,,,,,
28,47,175,7.4,FALSE,Chennai,Lawyer,Low,,,,,,
31,58,188,10.73,FALSE,Surat,Doctor,Medium,,,,,,
32,45,186,38.73,FALSE,Pune,Lawyer,Medium,,,,,,
62,53,181,39.62,TRUE,Ghaziabad,Retail Manager,High,,,,,,
59,52,177,2.24,TRUE,Ranchi,Teacher,Medium,,,,,,
18,75,155,40.18,FALSE,Bhopal,Lawyer,High,,,,,,
55,77,167,38.33,FALSE,Vadodara,Businessman,Medium,,,,,,
20,86,157,33.9,FALSE,Amritsar,Plumber,Medium,,,,,,
33,53,192,15.93,FALSE,Delhi,Consultant,Low,,,,,,
24,85,162,46.82,TRUE,Vadodara,Nurse,High,,,,,,
46,54,162,25.65,FALSE,Bhopal,Nurse,Low,,,,,,
55,56,164,46.08,FALSE,Nagpur,Accountant,Medium,,,,,,
24,81,193,47.24,FALSE,Hyderabad,Driver,Low,,,,,,
37,54,174,6.4,TRUE,Agra,Civil Servant,High,,,,,,
36,56,160,4.79,TRUE,Bhopal,Pharmacist,Medium,,,,,,
58,95,171,20.73,FALSE,Allahabad,Plumber,High,,,,,,
19,49,168,32.77,TRUE,Ghaziabad,Factory Worker,High,,,,,,
40,85,195,28.99,FALSE,Agra,Lawyer,Low,,,,,,
30,63,154,12.21,FALSE,Patna,Banker,Medium,,,,,,
60,47,154,6.3,TRUE,Hyderabad,Real Estate Agent,High,,,,,,
42,51,150,33.97,FALSE,Pune,Insurance Agent,Low,,,,,,
54,61,191,15.02,FALSE,Bangalore,Marketing Manager,Low,,,,,,
63,62,168,19.01,FALSE,Hyderabad,Carpenter,Low,,,,,,
42,49,175,47.28,TRUE,Surat,Sales Manager,High,,,,,,
19,46,172,16.3,FALSE,Ranchi,Software Engineer,Low,,,,,,
31,78,193,18.22,FALSE,Lucknow,Plumber,Low,,,,,,
51,96,176,7.79,FALSE,Ahmedabad,Doctor,Medium,,,,,,
50,61,158,36.91,FALSE,Kolkata,Architect,Low,,,,,,
63,54,170,5.74,FALSE,Mumbai,Pharmacist,Low,,,,,,
42,75,165,17.8,TRUE,Nashik,Software Engineer,High,,,,,,
30,90,155,33.74,FALSE,Pune,Consultant,Medium,,,,,,
48,91,160,40.03,FALSE,Allahabad,Shop Owner,Medium,,,,,,
38,45,190,45.87,TRUE,Ludhiana,Plumber,High,,,,,,
42,51,190,29.64,FALSE,Mumbai,Chef,Medium,,,,,,
52,62,182,22.15,TRUE,Ahmedabad,HR Manager,High,,,,,,
38,64,165,17.71,TRUE,Varanasi,Marketing Manager,Medium,,,,,,
31,48,187,29.75,TRUE,Ahmedabad,Accountant,High,,,,,,
31,74,174,9.21,FALSE,Lucknow,Software Engineer,Low,,,,,,
54,45,160,39.59,FALSE,Patna,Lawyer,Medium,,,,,,
51,80,171,26.38,TRUE,Delhi,Businessman,High,,,,,,
53,52,150,14.4,FALSE,Bhopal,Retail Manager,Low,,,,,,
32,57,181,47.22,FALSE,Ahmedabad,Content Writer,Medium,,,,,,
59,70,193,18.32,TRUE,Lucknow,Factory Worker,High,,,,,,
56,53,181,12.49,TRUE,Nagpur,Consultant,High,,,,,,
62,84,186,29.2,FALSE,Chennai,Businessman,Medium,,,,,,
24,94,188,5.18,FALSE,Visakhapatnam,Government Employee,Low,,,,,,
51,72,153,43.03,FALSE,Varanasi,Nurse,High,,,,,,
62,79,176,3.14,TRUE,Vadodara,Businessman,High,,,,,,
33,80,168,33.61,FALSE,Chennai,Accountant,Medium,,,,,,
61,53,180,22.4,FALSE,Mumbai,Retail Manager,Medium,,,,,,
26,74,168,17.38,TRUE,Ahmedabad,Real Estate Agent,Low,,,,,,
42,63,160,30.92,FALSE,Lucknow,Doctor,Low,,,,,,
57,46,192,45.32,FALSE,Surat,Plumber,Medium,,,,,,
19,46,156,38.16,TRUE,Srinagar,Software Engineer,Medium,,,,,,
59,75,167,36.41,FALSE,Agra,Banker,Medium,,,,,,
20,73,151,10.81,FALSE,Mumbai,Architect,Low,,,,,,
19,92,188,46.61,TRUE,Indore,Consultant,High,,,,,,
36,86,169,23.71,FALSE,Hyderabad,Marketing Manager,Medium,,,,,,
61,54,174,17.7,FALSE,Varanasi,Shop Owner,Medium,,,,,,
26,79,160,2.96,TRUE,Ghaziabad,Real Estate Agent,Medium,,,,,,
21,93,165,8.86,FALSE,Ludhiana,Architect,Medium,,,,,,
45,68,180,25.53,TRUE,Srinagar,Civil Servant,High,,,,,,
52,67,162,19.48,TRUE,Visakhapatnam,Factory Worker,High,,,,,,
18,77,186,13.67,FALSE,Ghaziabad,Data Analyst,Low,,,,,,
22,79,175,46.04,TRUE,Bangalore,Engineer,High,,,,,,
48,94,152,20.65,FALSE,Chennai,Data Analyst,Low,,,,,,
35,91,159,26.85,TRUE,Patna,Sales Manager,High,,,,,,
43,71,166,18.61,TRUE,Ghaziabad,Factory Worker,Medium,,,,,,
19,54,188,36.22,FALSE,Nashik,Shop Owner,Low,,,,,,
30,56,152,17.65,FALSE,Patna,Driver,Low,,,,,,
46,58,160,7.42,TRUE,Lucknow,Lab Technician,Medium,,,,,,
64,88,186,7.63,FALSE,Vadodara,Software Engineer,Medium,,,,,,
58,80,169,24.29,TRUE,Ranchi,Marketing Manager,High,,,,,,
48,49,166,23.56,FALSE,Ghaziabad,Software Engineer,Medium,,,,,,
38,86,166,17.85,FALSE,Meerut,Driver,Medium,,,,,,
43,77,161,33.25,TRUE,Rajkot,Pharmacist,High,,,,,,
64,75,187,35.59,FALSE,Patna,HR Manager,Medium,,,,,,
25,91,154,37.79,FALSE,Surat,Sales Manager,Low,,,,,,
42,85,165,46.25,FALSE,Bangalore,Marketing Manager,Medium,,,,,,
46,57,168,40.96,FALSE,Amritsar,Lawyer,Low,,,,,,
21,78,163,15,FALSE,Amritsar,Content Writer,Low,,,,,,
52,84,189,9.74,TRUE,Hyderabad,Chef,High,,,,,,
51,73,173,23.7,FALSE,Ghaziabad,Chef,Medium,,,,,,
33,72,154,25.59,FALSE,Patna,Plumber,Medium,,,,,,
54,91,172,45.99,TRUE,Srinagar,Insurance Agent,Medium,,,,,,
23,82,195,14.55,FALSE,Ludhiana,Pharmacist,Low,,,,,,
28,81,193,2.5,TRUE,Amritsar,Doctor,Low,,,,,,
21,95,186,49.73,FALSE,Ludhiana,Teacher,Low,,,,,,
43,65,150,28.8,TRUE,Pune,Electrician,High,,,,,,
21,83,163,19.64,FALSE,Kanpur,Shop Owner,Low,,,,,,
52,68,191,49.12,FALSE,Srinagar,Lawyer,Medium,,,,,,
57,53,181,42.12,FALSE,Rajkot,Lab Technician,Medium,,,,,,
30,85,166,45.18,FALSE,Delhi,Carpenter,Medium,,,,,,
58,54,152,43.86,TRUE,Varanasi,Plumber,High,,,,,,
31,86,153,25.76,FALSE,Visakhapatnam,Real Estate Agent,Medium,,,,,,
54,67,163,31.79,TRUE,Surat,Lab Technician,High,,,,,,
36,57,170,9.41,FALSE,Bhopal,Accountant,Low,,,,,,
44,89,172,34.99,FALSE,Jaipur,Engineer,Medium,,,,,,
48,99,157,2.99,FALSE,Meerut,Accountant,Medium,,,,,,
57,90,173,23.42,FALSE,Ranchi,Carpenter,High,,,,,,
19,56,159,19.07,FALSE,Patna,Government Employee,Low,,,,,,
34,85,170,14.56,TRUE,Patna,Businessman,High,,,,,,
23,85,164,21.04,FALSE,Lucknow,Businessman,Medium,,,,,,
49,91,166,43.12,TRUE,Ahmedabad,Plumber,High,,,,,,
25,47,181,32.89,FALSE,Delhi,Consultant,Low,,,,,,
42,89,192,35.64,TRUE,Chennai,Content Writer,High,,,,,,
30,79,167,19.14,FALSE,Ludhiana,Chef,Low,,,,,,
63,57,173,44.22,TRUE,Meerut,Businessman,High,,,,,,
53,63,175,46.7,FALSE,Chennai,Civil Servant,Medium,,,,,,
62,71,167,40.16,TRUE,Kanpur,Carpenter,High,,,,,,
20,81,173,21.58,FALSE,Ranchi,Electrician,Low,,,,,,
30,66,178,13.48,FALSE,Srinagar,Banker,Low,,,,,,
28,96,176,24.47,FALSE,Srinagar,Real Estate Agent,Medium,,,,,,
24,64,167,14.73,TRUE,Delhi,Businessman,Medium,,,,,,
58,61,165,26.01,FALSE,Bangalore,Shop Owner,Medium,,,,,,
18,96,150,13,FALSE,Mumbai,Retail Manager,Low,,,,,,
50,57,181,44.89,FALSE,Faridabad,Factory Worker,High,,,,,,
39,46,159,26.7,FALSE,Ranchi,Factory Worker,Medium,,,,,,
26,50,186,14.72,FALSE,Mumbai,HR Manager,Low,,,,,,
35,80,156,16.04,TRUE,Kolkata,Real Estate Agent,High,,,,,,
26,52,164,8.71,FALSE,Bhopal,Lab Technician,Low,,,,,,
37,53,164,48.19,TRUE,Delhi,Lab Technician,Medium,,,,,,
52,91,186,15.04,TRUE,Patna,Pharmacist,High,,,,,,
22,81,158,2.2,FALSE,Amritsar,Factory Worker,Low,,,,,,
35,61,167,32.79,FALSE,Ahmedabad,Banker,Low,,,,,,
49,51,164,19.17,TRUE,Amritsar,HR Manager,Medium,,,,,,
34,67,150,43.27,FALSE,Patna,HR Manager,Low,,,,,,
26,46,155,46.03,FALSE,Indore,Plumber,Low,,,,,,
62,51,162,10.03,TRUE,Nashik,Software Engineer,Medium,,,,,,
58,76,161,41.82,TRUE,Bangalore,Government Employee,High,,,,,,
53,96,188,23.16,FALSE,Ludhiana,Real Estate Agent,Medium,,,,,,
44,93,159,35.11,FALSE,Nashik,Lab Technician,Medium,,,,,,
25,79,161,11.77,FALSE,Mumbai,Government Employee,Low,,,,,,
52,79,194,33.09,FALSE,Allahabad,Banker,Medium,,,,,,
28,90,165,24.89,FALSE,Hyderabad,Software Engineer,Medium,,,,,,
37,52,158,29.18,FALSE,Pune,Insurance Agent,Low,,,,,,
21,63,160,7.35,FALSE,Ludhiana,Nurse,Low,,,,,,
62,82,195,39.79,FALSE,Ghaziabad,Doctor,Medium,,,,,,
42,75,194,19.24,FALSE,Ludhiana,Marketing Manager,Low,,,,,,
33,90,187,3.97,FALSE,Nagpur,Data Analyst,Low,,,,,,
23,59,150,19.46,FALSE,Bhopal,Lawyer,Low,,,,,,
45,74,150,28.46,TRUE,Faridabad,Lab Technician,High,,,,,,
25,87,164,23.49,TRUE,Delhi,Teacher,High,,,,,,
47,64,162,32.52,FALSE,Varanasi,Architect,Low,,,,,,
54,89,171,42.09,FALSE,Nashik,Software Engineer,High,,,,,,
50,62,169,49.23,FALSE,Nagpur,Driver,Low,,,,,,
57,97,186,33.89,FALSE,Nagpur,Retail Manager,Medium,,,,,,
26,45,174,46.88,FALSE,Rajkot,Plumber,Low,,,,,,
20,71,192,27.66,TRUE,Lucknow,Data Analyst,Medium,,,,,,
38,61,168,18.67,FALSE,Delhi,Insurance Agent,Low,,,,,,
30,98,153,44.75,FALSE,Jaipur,Real Estate Agent,High,,,,,,
63,49,152,34.41,TRUE,Lucknow,Pharmacist,High,,,,,,
47,63,165,41.62,FALSE,Pune,Software Engineer,Low,,,,,,
48,67,164,41.41,FALSE,Rajkot,Lawyer,Low,,,,,,
23,60,169,21.7,FALSE,Nashik,Teacher,Low,,,,,,
31,67,154,30.81,FALSE,Allahabad,Government Employee,Medium,,,,,,
54,49,171,29.76,TRUE,Hyderabad,Electrician,High,,,,,,
48,54,150,24.77,FALSE,Vadodara,Engineer,Low,,,,,,
23,84,164,35.46,FALSE,Bangalore,Chef,Medium,,,,,,
38,50,173,39.71,FALSE,Ahmedabad,Retail Manager,Medium,,,,,,
63,88,183,31.32,FALSE,Meerut,Software Engineer,Medium,,,,,,
50,65,177,36.19,TRUE,Jaipur,Accountant,High,,,,,,
32,69,162,31.39,TRUE,Ludhiana,Driver,High,,,,,,
21,67,187,25.11,FALSE,Agra,Shop Owner,Low,,,,,,
63,54,179,22.61,FALSE,Pune,Pharmacist,Medium,,,,,,
27,81,156,11.2,FALSE,Kanpur,Pharmacist,Low,,,,,,
38,75,175,44.33,TRUE,Amritsar,HR Manager,Medium,,,,,,
49,54,157,45.54,FALSE,Lucknow,Engineer,Low,,,,,,
51,81,161,9.24,FALSE,Agra,Electrician,Medium,,,,,,
41,98,189,28.22,TRUE,Faridabad,Government Employee,High,,,,,,
63,56,166,2.89,FALSE,Agra,Doctor,Low,,,,,,
61,58,153,5.53,TRUE,Kolkata,Content Writer,High,,,,,,
44,60,175,42.08,FALSE,Amritsar,Civil Servant,Low,,,,,,
55,96,174,16.54,FALSE,Hyderabad,Lawyer,Medium,,,,,,
31,97,190,43.26,FALSE,Patna,Real Estate Agent,Medium,,,,,,
64,56,168,3.81,FALSE,Ghaziabad,Data Analyst,Low,,,,,,
51,96,160,39.17,FALSE,Lucknow,Retail Manager,High,,,,,,
44,97,183,24.43,FALSE,Rajkot,Driver,Medium,,,,,,
45,75,174,47.75,FALSE,Pune,Driver,Low,,,,,,
40,77,184,11.2,FALSE,Pune,Chef,Low,,,,,,
50,63,160,17.57,TRUE,Mumbai,Carpenter,Medium,,,,,,
46,74,173,34.16,FALSE,Jaipur,Shop Owner,Low,,,,,,
29,91,195,30.1,TRUE,Meerut,Engineer,Medium,,,,,,
